id,source,source_link,download_url,title,description,authors,date_published,license,license_url,file_type,file_name,file_size,project_scope,keywords,language,local_path,downloaded,download_date,created_at
141,Zenodo,,https://zenodo.org/api/records/18617857/files/concordance_grac18_імунітет.csv/content,Concordance Datasets of Ukrainian Medical and Crisis Lexemes in the GRAC-18 Corpus,"<p>This dataset contains a curated collection of concordances extracted from the <strong>GRAC-18 Ukrainian Language Corpus</strong> for a set of medical and crisis-related lexemes: <em>вірус, діагноз, імунітет, інфекція, інфікований, пульс, симптом, хвороба.</em></p>
<p>The resource was created to support research on the semantic transformation and metaphorization of medical terminology in contemporary Ukrainian media discourse.</p>
<h3>Background and purpose</h3>
<p>Recently, medical vocabulary has increasingly migrated from specialized medical communication into public, political, economic, and socio-cultural discourse. Words traditionally used in clinical contexts are now frequently employed metaphorically to describe social crises, political processes, information flows, and collective behavior.</p>
<p>This dataset enables corpus-based investigation of:</p>
<ul>
<li>semantic shift and metaphorization of medical lexemes</li>
<li>medicalisation of media and public discourse</li>
<li>crisis language in Ukrainian communication</li>
<li>interdisciplinary research in linguistics, digital humanities, and computational social science</li>
</ul>
<p>The dataset was compiled as part of research on the medicalization&nbsp;of contemporary Ukrainian media discourse and semantic transformation of crisis lexemes (2014&ndash;2024).</p>
<p>Data source. All concordances were extracted from:</p>
<p><strong>GRAC-18 </strong>(General Regionally Annotated Corpus of Ukrainian - https://uacorpus.org/en) -&nbsp;a large representative corpus of modern Ukrainian language covering journalistic, academic, literary, and online texts.</p>
<h3>Dataset contents</h3>
<p>The dataset consists of eight CSV files. Each file contains concordance lines for one lexeme. Typical columns include</p>
<ul>
<li>keyword (node word)</li>
<li>left context</li>
<li>right context</li>
<li>source text metadata (when available)</li>
<li>concordance identifier/index</li>
</ul>
<p>The structure allows both qualitative linguistic analysis and quantitative computational processing.</p>
<h3>Possible research uses.&nbsp;</h3>
<p>The dataset can be used for:</p>
<ul>
<li>corpus linguistics and discourse analysis</li>
<li>metaphor and semantic change research</li>
<li>sentiment and framing analysis</li>
<li>training and evaluation of NLP models for Ukrainian</li>
<li>digital humanities and media studies</li>
<li>crisis communication research</li>
</ul>
<h3>Methodological note</h3>
<p>The concordances were extracted using corpus query tools and subsequently cleaned and structured into CSV format for reproducibility and reuse. The dataset preserves authentic corpus contexts without manual reinterpretation.</p>
<p>Language&mdash;Ukrainian.</p>
<p>File format&mdash;CSV (UTF-8 encoding).</p>
<h3>Reuse</h3>
<p>The dataset is intended for academic and educational use, including replication studies, corpus analysis, and interdisciplinary research.</p>","Fedushko, Solomia | Kunch, Zoriana",2026-02-12,CC-BY- 4.0,https://creativecommons.org/licenses/by/4.0/,csv,concordance_grac18_імунітет.csv,6737705,Qualitative,,ukr,,0,,2026-02-19 23:22:04
142,Zenodo,,https://zenodo.org/api/records/18617857/files/concordance_grac18_інфікований.csv/content,Concordance Datasets of Ukrainian Medical and Crisis Lexemes in the GRAC-18 Corpus,"<p>This dataset contains a curated collection of concordances extracted from the <strong>GRAC-18 Ukrainian Language Corpus</strong> for a set of medical and crisis-related lexemes: <em>вірус, діагноз, імунітет, інфекція, інфікований, пульс, симптом, хвороба.</em></p>
<p>The resource was created to support research on the semantic transformation and metaphorization of medical terminology in contemporary Ukrainian media discourse.</p>
<h3>Background and purpose</h3>
<p>Recently, medical vocabulary has increasingly migrated from specialized medical communication into public, political, economic, and socio-cultural discourse. Words traditionally used in clinical contexts are now frequently employed metaphorically to describe social crises, political processes, information flows, and collective behavior.</p>
<p>This dataset enables corpus-based investigation of:</p>
<ul>
<li>semantic shift and metaphorization of medical lexemes</li>
<li>medicalisation of media and public discourse</li>
<li>crisis language in Ukrainian communication</li>
<li>interdisciplinary research in linguistics, digital humanities, and computational social science</li>
</ul>
<p>The dataset was compiled as part of research on the medicalization&nbsp;of contemporary Ukrainian media discourse and semantic transformation of crisis lexemes (2014&ndash;2024).</p>
<p>Data source. All concordances were extracted from:</p>
<p><strong>GRAC-18 </strong>(General Regionally Annotated Corpus of Ukrainian - https://uacorpus.org/en) -&nbsp;a large representative corpus of modern Ukrainian language covering journalistic, academic, literary, and online texts.</p>
<h3>Dataset contents</h3>
<p>The dataset consists of eight CSV files. Each file contains concordance lines for one lexeme. Typical columns include</p>
<ul>
<li>keyword (node word)</li>
<li>left context</li>
<li>right context</li>
<li>source text metadata (when available)</li>
<li>concordance identifier/index</li>
</ul>
<p>The structure allows both qualitative linguistic analysis and quantitative computational processing.</p>
<h3>Possible research uses.&nbsp;</h3>
<p>The dataset can be used for:</p>
<ul>
<li>corpus linguistics and discourse analysis</li>
<li>metaphor and semantic change research</li>
<li>sentiment and framing analysis</li>
<li>training and evaluation of NLP models for Ukrainian</li>
<li>digital humanities and media studies</li>
<li>crisis communication research</li>
</ul>
<h3>Methodological note</h3>
<p>The concordances were extracted using corpus query tools and subsequently cleaned and structured into CSV format for reproducibility and reuse. The dataset preserves authentic corpus contexts without manual reinterpretation.</p>
<p>Language&mdash;Ukrainian.</p>
<p>File format&mdash;CSV (UTF-8 encoding).</p>
<h3>Reuse</h3>
<p>The dataset is intended for academic and educational use, including replication studies, corpus analysis, and interdisciplinary research.</p>","Fedushko, Solomia | Kunch, Zoriana",2026-02-12,CC-BY- 4.0,https://creativecommons.org/licenses/by/4.0/,csv,concordance_grac18_інфікований.csv,10845563,Qualitative,,ukr,,0,,2026-02-19 23:22:04
143,Zenodo,,https://zenodo.org/api/records/18617857/files/concordance_grac18_вірус.csv/content,Concordance Datasets of Ukrainian Medical and Crisis Lexemes in the GRAC-18 Corpus,"<p>This dataset contains a curated collection of concordances extracted from the <strong>GRAC-18 Ukrainian Language Corpus</strong> for a set of medical and crisis-related lexemes: <em>вірус, діагноз, імунітет, інфекція, інфікований, пульс, симптом, хвороба.</em></p>
<p>The resource was created to support research on the semantic transformation and metaphorization of medical terminology in contemporary Ukrainian media discourse.</p>
<h3>Background and purpose</h3>
<p>Recently, medical vocabulary has increasingly migrated from specialized medical communication into public, political, economic, and socio-cultural discourse. Words traditionally used in clinical contexts are now frequently employed metaphorically to describe social crises, political processes, information flows, and collective behavior.</p>
<p>This dataset enables corpus-based investigation of:</p>
<ul>
<li>semantic shift and metaphorization of medical lexemes</li>
<li>medicalisation of media and public discourse</li>
<li>crisis language in Ukrainian communication</li>
<li>interdisciplinary research in linguistics, digital humanities, and computational social science</li>
</ul>
<p>The dataset was compiled as part of research on the medicalization&nbsp;of contemporary Ukrainian media discourse and semantic transformation of crisis lexemes (2014&ndash;2024).</p>
<p>Data source. All concordances were extracted from:</p>
<p><strong>GRAC-18 </strong>(General Regionally Annotated Corpus of Ukrainian - https://uacorpus.org/en) -&nbsp;a large representative corpus of modern Ukrainian language covering journalistic, academic, literary, and online texts.</p>
<h3>Dataset contents</h3>
<p>The dataset consists of eight CSV files. Each file contains concordance lines for one lexeme. Typical columns include</p>
<ul>
<li>keyword (node word)</li>
<li>left context</li>
<li>right context</li>
<li>source text metadata (when available)</li>
<li>concordance identifier/index</li>
</ul>
<p>The structure allows both qualitative linguistic analysis and quantitative computational processing.</p>
<h3>Possible research uses.&nbsp;</h3>
<p>The dataset can be used for:</p>
<ul>
<li>corpus linguistics and discourse analysis</li>
<li>metaphor and semantic change research</li>
<li>sentiment and framing analysis</li>
<li>training and evaluation of NLP models for Ukrainian</li>
<li>digital humanities and media studies</li>
<li>crisis communication research</li>
</ul>
<h3>Methodological note</h3>
<p>The concordances were extracted using corpus query tools and subsequently cleaned and structured into CSV format for reproducibility and reuse. The dataset preserves authentic corpus contexts without manual reinterpretation.</p>
<p>Language&mdash;Ukrainian.</p>
<p>File format&mdash;CSV (UTF-8 encoding).</p>
<h3>Reuse</h3>
<p>The dataset is intended for academic and educational use, including replication studies, corpus analysis, and interdisciplinary research.</p>","Fedushko, Solomia | Kunch, Zoriana",2026-02-12,CC-BY- 4.0,https://creativecommons.org/licenses/by/4.0/,csv,concordance_grac18_вірус.csv,22426698,Qualitative,,ukr,,0,,2026-02-19 23:22:04
144,Zenodo,,https://zenodo.org/api/records/18617857/files/concordance_grac18_симптом.csv/content,Concordance Datasets of Ukrainian Medical and Crisis Lexemes in the GRAC-18 Corpus,"<p>This dataset contains a curated collection of concordances extracted from the <strong>GRAC-18 Ukrainian Language Corpus</strong> for a set of medical and crisis-related lexemes: <em>вірус, діагноз, імунітет, інфекція, інфікований, пульс, симптом, хвороба.</em></p>
<p>The resource was created to support research on the semantic transformation and metaphorization of medical terminology in contemporary Ukrainian media discourse.</p>
<h3>Background and purpose</h3>
<p>Recently, medical vocabulary has increasingly migrated from specialized medical communication into public, political, economic, and socio-cultural discourse. Words traditionally used in clinical contexts are now frequently employed metaphorically to describe social crises, political processes, information flows, and collective behavior.</p>
<p>This dataset enables corpus-based investigation of:</p>
<ul>
<li>semantic shift and metaphorization of medical lexemes</li>
<li>medicalisation of media and public discourse</li>
<li>crisis language in Ukrainian communication</li>
<li>interdisciplinary research in linguistics, digital humanities, and computational social science</li>
</ul>
<p>The dataset was compiled as part of research on the medicalization&nbsp;of contemporary Ukrainian media discourse and semantic transformation of crisis lexemes (2014&ndash;2024).</p>
<p>Data source. All concordances were extracted from:</p>
<p><strong>GRAC-18 </strong>(General Regionally Annotated Corpus of Ukrainian - https://uacorpus.org/en) -&nbsp;a large representative corpus of modern Ukrainian language covering journalistic, academic, literary, and online texts.</p>
<h3>Dataset contents</h3>
<p>The dataset consists of eight CSV files. Each file contains concordance lines for one lexeme. Typical columns include</p>
<ul>
<li>keyword (node word)</li>
<li>left context</li>
<li>right context</li>
<li>source text metadata (when available)</li>
<li>concordance identifier/index</li>
</ul>
<p>The structure allows both qualitative linguistic analysis and quantitative computational processing.</p>
<h3>Possible research uses.&nbsp;</h3>
<p>The dataset can be used for:</p>
<ul>
<li>corpus linguistics and discourse analysis</li>
<li>metaphor and semantic change research</li>
<li>sentiment and framing analysis</li>
<li>training and evaluation of NLP models for Ukrainian</li>
<li>digital humanities and media studies</li>
<li>crisis communication research</li>
</ul>
<h3>Methodological note</h3>
<p>The concordances were extracted using corpus query tools and subsequently cleaned and structured into CSV format for reproducibility and reuse. The dataset preserves authentic corpus contexts without manual reinterpretation.</p>
<p>Language&mdash;Ukrainian.</p>
<p>File format&mdash;CSV (UTF-8 encoding).</p>
<h3>Reuse</h3>
<p>The dataset is intended for academic and educational use, including replication studies, corpus analysis, and interdisciplinary research.</p>","Fedushko, Solomia | Kunch, Zoriana",2026-02-12,CC-BY- 4.0,https://creativecommons.org/licenses/by/4.0/,csv,concordance_grac18_симптом.csv,11678481,Qualitative,,ukr,,0,,2026-02-19 23:22:04
145,Zenodo,,https://zenodo.org/api/records/18617857/files/concordance_grac18_хвороба.csv/content,Concordance Datasets of Ukrainian Medical and Crisis Lexemes in the GRAC-18 Corpus,"<p>This dataset contains a curated collection of concordances extracted from the <strong>GRAC-18 Ukrainian Language Corpus</strong> for a set of medical and crisis-related lexemes: <em>вірус, діагноз, імунітет, інфекція, інфікований, пульс, симптом, хвороба.</em></p>
<p>The resource was created to support research on the semantic transformation and metaphorization of medical terminology in contemporary Ukrainian media discourse.</p>
<h3>Background and purpose</h3>
<p>Recently, medical vocabulary has increasingly migrated from specialized medical communication into public, political, economic, and socio-cultural discourse. Words traditionally used in clinical contexts are now frequently employed metaphorically to describe social crises, political processes, information flows, and collective behavior.</p>
<p>This dataset enables corpus-based investigation of:</p>
<ul>
<li>semantic shift and metaphorization of medical lexemes</li>
<li>medicalisation of media and public discourse</li>
<li>crisis language in Ukrainian communication</li>
<li>interdisciplinary research in linguistics, digital humanities, and computational social science</li>
</ul>
<p>The dataset was compiled as part of research on the medicalization&nbsp;of contemporary Ukrainian media discourse and semantic transformation of crisis lexemes (2014&ndash;2024).</p>
<p>Data source. All concordances were extracted from:</p>
<p><strong>GRAC-18 </strong>(General Regionally Annotated Corpus of Ukrainian - https://uacorpus.org/en) -&nbsp;a large representative corpus of modern Ukrainian language covering journalistic, academic, literary, and online texts.</p>
<h3>Dataset contents</h3>
<p>The dataset consists of eight CSV files. Each file contains concordance lines for one lexeme. Typical columns include</p>
<ul>
<li>keyword (node word)</li>
<li>left context</li>
<li>right context</li>
<li>source text metadata (when available)</li>
<li>concordance identifier/index</li>
</ul>
<p>The structure allows both qualitative linguistic analysis and quantitative computational processing.</p>
<h3>Possible research uses.&nbsp;</h3>
<p>The dataset can be used for:</p>
<ul>
<li>corpus linguistics and discourse analysis</li>
<li>metaphor and semantic change research</li>
<li>sentiment and framing analysis</li>
<li>training and evaluation of NLP models for Ukrainian</li>
<li>digital humanities and media studies</li>
<li>crisis communication research</li>
</ul>
<h3>Methodological note</h3>
<p>The concordances were extracted using corpus query tools and subsequently cleaned and structured into CSV format for reproducibility and reuse. The dataset preserves authentic corpus contexts without manual reinterpretation.</p>
<p>Language&mdash;Ukrainian.</p>
<p>File format&mdash;CSV (UTF-8 encoding).</p>
<h3>Reuse</h3>
<p>The dataset is intended for academic and educational use, including replication studies, corpus analysis, and interdisciplinary research.</p>","Fedushko, Solomia | Kunch, Zoriana",2026-02-12,CC-BY- 4.0,https://creativecommons.org/licenses/by/4.0/,csv,concordance_grac18_хвороба.csv,39482341,Qualitative,,ukr,,0,,2026-02-19 23:22:04
146,Zenodo,,https://zenodo.org/api/records/18617857/files/concordance_grac18_пульс.csv/content,Concordance Datasets of Ukrainian Medical and Crisis Lexemes in the GRAC-18 Corpus,"<p>This dataset contains a curated collection of concordances extracted from the <strong>GRAC-18 Ukrainian Language Corpus</strong> for a set of medical and crisis-related lexemes: <em>вірус, діагноз, імунітет, інфекція, інфікований, пульс, симптом, хвороба.</em></p>
<p>The resource was created to support research on the semantic transformation and metaphorization of medical terminology in contemporary Ukrainian media discourse.</p>
<h3>Background and purpose</h3>
<p>Recently, medical vocabulary has increasingly migrated from specialized medical communication into public, political, economic, and socio-cultural discourse. Words traditionally used in clinical contexts are now frequently employed metaphorically to describe social crises, political processes, information flows, and collective behavior.</p>
<p>This dataset enables corpus-based investigation of:</p>
<ul>
<li>semantic shift and metaphorization of medical lexemes</li>
<li>medicalisation of media and public discourse</li>
<li>crisis language in Ukrainian communication</li>
<li>interdisciplinary research in linguistics, digital humanities, and computational social science</li>
</ul>
<p>The dataset was compiled as part of research on the medicalization&nbsp;of contemporary Ukrainian media discourse and semantic transformation of crisis lexemes (2014&ndash;2024).</p>
<p>Data source. All concordances were extracted from:</p>
<p><strong>GRAC-18 </strong>(General Regionally Annotated Corpus of Ukrainian - https://uacorpus.org/en) -&nbsp;a large representative corpus of modern Ukrainian language covering journalistic, academic, literary, and online texts.</p>
<h3>Dataset contents</h3>
<p>The dataset consists of eight CSV files. Each file contains concordance lines for one lexeme. Typical columns include</p>
<ul>
<li>keyword (node word)</li>
<li>left context</li>
<li>right context</li>
<li>source text metadata (when available)</li>
<li>concordance identifier/index</li>
</ul>
<p>The structure allows both qualitative linguistic analysis and quantitative computational processing.</p>
<h3>Possible research uses.&nbsp;</h3>
<p>The dataset can be used for:</p>
<ul>
<li>corpus linguistics and discourse analysis</li>
<li>metaphor and semantic change research</li>
<li>sentiment and framing analysis</li>
<li>training and evaluation of NLP models for Ukrainian</li>
<li>digital humanities and media studies</li>
<li>crisis communication research</li>
</ul>
<h3>Methodological note</h3>
<p>The concordances were extracted using corpus query tools and subsequently cleaned and structured into CSV format for reproducibility and reuse. The dataset preserves authentic corpus contexts without manual reinterpretation.</p>
<p>Language&mdash;Ukrainian.</p>
<p>File format&mdash;CSV (UTF-8 encoding).</p>
<h3>Reuse</h3>
<p>The dataset is intended for academic and educational use, including replication studies, corpus analysis, and interdisciplinary research.</p>","Fedushko, Solomia | Kunch, Zoriana",2026-02-12,CC-BY- 4.0,https://creativecommons.org/licenses/by/4.0/,csv,concordance_grac18_пульс.csv,1037380,Qualitative,,ukr,,0,,2026-02-19 23:22:04
147,Zenodo,,https://zenodo.org/api/records/18614602/files/Interview-plan.pdf/content,Additional Material for Rethinking Sampling in Architectural Decision-Making: Who We Study and Who We Miss,"<p>This additional material contains files for replicating and better understanding the paper ""Additional Material for Rethinking Sampling in Architectural Decision-Making: Who We Study and Who We Miss"".<br>The files are anonymized for double blind review.<br><br>The package contains:<br><br>1. Questionnaire-questions.xlsx - The full set of questionnaire questions used for data gathering during the first phase of the study.</p>
<p>2. Interview-plan.pdf - The interview plan used for data gathering during the second phase of the study.</p>
<p>3. codes.xlsx - The codes that emerged during qualitative analysis of the interviews, with descriptions and example quotes from study participants.</p>
<p>4. Participants.xlsx - Demographic data fabout questionnaire and interview participants.</p>
<p>&nbsp;</p>",Anonymous,2026-02-11,CC-BY- 4.0,https://creativecommons.org/licenses/by/4.0/,pdf,Interview-plan.pdf,511508,Qualitative,,,,0,,2026-02-19 23:22:04
148,Zenodo,,https://zenodo.org/api/records/18614602/files/Participants.xlsx/content,Additional Material for Rethinking Sampling in Architectural Decision-Making: Who We Study and Who We Miss,"<p>This additional material contains files for replicating and better understanding the paper ""Additional Material for Rethinking Sampling in Architectural Decision-Making: Who We Study and Who We Miss"".<br>The files are anonymized for double blind review.<br><br>The package contains:<br><br>1. Questionnaire-questions.xlsx - The full set of questionnaire questions used for data gathering during the first phase of the study.</p>
<p>2. Interview-plan.pdf - The interview plan used for data gathering during the second phase of the study.</p>
<p>3. codes.xlsx - The codes that emerged during qualitative analysis of the interviews, with descriptions and example quotes from study participants.</p>
<p>4. Participants.xlsx - Demographic data fabout questionnaire and interview participants.</p>
<p>&nbsp;</p>",Anonymous,2026-02-11,CC-BY- 4.0,https://creativecommons.org/licenses/by/4.0/,xlsx,Participants.xlsx,50079,Qualitative,,,,0,,2026-02-19 23:22:04
149,Zenodo,,https://zenodo.org/api/records/18614602/files/Questionnaire-questions.xlsx/content,Additional Material for Rethinking Sampling in Architectural Decision-Making: Who We Study and Who We Miss,"<p>This additional material contains files for replicating and better understanding the paper ""Additional Material for Rethinking Sampling in Architectural Decision-Making: Who We Study and Who We Miss"".<br>The files are anonymized for double blind review.<br><br>The package contains:<br><br>1. Questionnaire-questions.xlsx - The full set of questionnaire questions used for data gathering during the first phase of the study.</p>
<p>2. Interview-plan.pdf - The interview plan used for data gathering during the second phase of the study.</p>
<p>3. codes.xlsx - The codes that emerged during qualitative analysis of the interviews, with descriptions and example quotes from study participants.</p>
<p>4. Participants.xlsx - Demographic data fabout questionnaire and interview participants.</p>
<p>&nbsp;</p>",Anonymous,2026-02-11,CC-BY- 4.0,https://creativecommons.org/licenses/by/4.0/,xlsx,Questionnaire-questions.xlsx,15916,Qualitative,,,,0,,2026-02-19 23:22:04
150,Zenodo,,https://zenodo.org/api/records/18614602/files/codes.xlsx/content,Additional Material for Rethinking Sampling in Architectural Decision-Making: Who We Study and Who We Miss,"<p>This additional material contains files for replicating and better understanding the paper ""Additional Material for Rethinking Sampling in Architectural Decision-Making: Who We Study and Who We Miss"".<br>The files are anonymized for double blind review.<br><br>The package contains:<br><br>1. Questionnaire-questions.xlsx - The full set of questionnaire questions used for data gathering during the first phase of the study.</p>
<p>2. Interview-plan.pdf - The interview plan used for data gathering during the second phase of the study.</p>
<p>3. codes.xlsx - The codes that emerged during qualitative analysis of the interviews, with descriptions and example quotes from study participants.</p>
<p>4. Participants.xlsx - Demographic data fabout questionnaire and interview participants.</p>
<p>&nbsp;</p>",Anonymous,2026-02-11,CC-BY- 4.0,https://creativecommons.org/licenses/by/4.0/,xlsx,codes.xlsx,17706,Qualitative,,,,0,,2026-02-19 23:22:04
151,Zenodo,,https://zenodo.org/api/records/18610166/files/Data_documentation_KIIS_Anticorruption_Efforts_2023-2025.pdf/content,Public Perceptions of Anti-Corruption Efforts in Ukraine: 2023-2025 – Merged data from nationwide public opinion surveys conducted by the Kyiv International Institute of Sociology,"The dataset includes data from three waves of nationwide surveys conducted by the Kyiv International Institute of Sociology (KIIS) among Ukraine's adult population in 2023, 2024, and 2025 on a question related to public perceptions of anti-corruption efforts.
Respondents were asked:
Information about corruption investigations, arrests, and detentions regularly appears in the media. For you personally, does this rather indicate that…
1.	There are indeed attempts to fight corruption in Ukraine, and there are positive developments
2.	Ukraine is hopelessly corrupt, and there are no positive changes
The merged dataset combines data from the three survey waves, each with a sample of approximately 1,000 respondents.
All survey waves were conducted using the computer-assisted telephone interview (CATI) method with adult (18 years and older) citizens of Ukraine residing in government-controlled territory.
The background information includes respondents' demographics (gender, age, education, nationality, occupation, self-assessment of financial situation, language) and residence information (oblast and type of settlement).
The combined dataset allows for analyzing trends in public perceptions over time, as well as the relationship between perceptions of anti-corruption efforts and respondents' demographic characteristics.
The data are available in SAV format (Ukrainian and English) and as a converted CSV file accompanied by a codebook.
The Data Documentation includes a short overview and discussion of survey results (with frequency tables in Annex 1).",Kyiv International Institute of Sociology (KIIS),2026-02-11,ODC-BY,,pdf,Data_documentation_KIIS_Anticorruption_Efforts_2023-2025.pdf,769034,Qualitative,Anti-Corruption Efforts | Corruption Perception | Ukraine | English | Ukrainian | Sociology,,,0,,2026-02-19 23:22:04
152,Zenodo,,https://zenodo.org/api/records/18610166/files/DiscussData-perceptions-of-anti-corruption-efforts-2023-2025-v1.0-description.pdf/content,Public Perceptions of Anti-Corruption Efforts in Ukraine: 2023-2025 – Merged data from nationwide public opinion surveys conducted by the Kyiv International Institute of Sociology,"The dataset includes data from three waves of nationwide surveys conducted by the Kyiv International Institute of Sociology (KIIS) among Ukraine's adult population in 2023, 2024, and 2025 on a question related to public perceptions of anti-corruption efforts.
Respondents were asked:
Information about corruption investigations, arrests, and detentions regularly appears in the media. For you personally, does this rather indicate that…
1.	There are indeed attempts to fight corruption in Ukraine, and there are positive developments
2.	Ukraine is hopelessly corrupt, and there are no positive changes
The merged dataset combines data from the three survey waves, each with a sample of approximately 1,000 respondents.
All survey waves were conducted using the computer-assisted telephone interview (CATI) method with adult (18 years and older) citizens of Ukraine residing in government-controlled territory.
The background information includes respondents' demographics (gender, age, education, nationality, occupation, self-assessment of financial situation, language) and residence information (oblast and type of settlement).
The combined dataset allows for analyzing trends in public perceptions over time, as well as the relationship between perceptions of anti-corruption efforts and respondents' demographic characteristics.
The data are available in SAV format (Ukrainian and English) and as a converted CSV file accompanied by a codebook.
The Data Documentation includes a short overview and discussion of survey results (with frequency tables in Annex 1).",Kyiv International Institute of Sociology (KIIS),2026-02-11,ODC-BY,,pdf,DiscussData-perceptions-of-anti-corruption-efforts-2023-2025-v1.0-description.pdf,49269,Qualitative,Anti-Corruption Efforts | Corruption Perception | Ukraine | English | Ukrainian | Sociology,,,0,,2026-02-19 23:22:04
153,Zenodo,,https://zenodo.org/api/records/18610166/files/Codebook_KIIS_Anticorruption_Efforts_2023-2025_ukr_eng.xlsx/content,Public Perceptions of Anti-Corruption Efforts in Ukraine: 2023-2025 – Merged data from nationwide public opinion surveys conducted by the Kyiv International Institute of Sociology,"The dataset includes data from three waves of nationwide surveys conducted by the Kyiv International Institute of Sociology (KIIS) among Ukraine's adult population in 2023, 2024, and 2025 on a question related to public perceptions of anti-corruption efforts.
Respondents were asked:
Information about corruption investigations, arrests, and detentions regularly appears in the media. For you personally, does this rather indicate that…
1.	There are indeed attempts to fight corruption in Ukraine, and there are positive developments
2.	Ukraine is hopelessly corrupt, and there are no positive changes
The merged dataset combines data from the three survey waves, each with a sample of approximately 1,000 respondents.
All survey waves were conducted using the computer-assisted telephone interview (CATI) method with adult (18 years and older) citizens of Ukraine residing in government-controlled territory.
The background information includes respondents' demographics (gender, age, education, nationality, occupation, self-assessment of financial situation, language) and residence information (oblast and type of settlement).
The combined dataset allows for analyzing trends in public perceptions over time, as well as the relationship between perceptions of anti-corruption efforts and respondents' demographic characteristics.
The data are available in SAV format (Ukrainian and English) and as a converted CSV file accompanied by a codebook.
The Data Documentation includes a short overview and discussion of survey results (with frequency tables in Annex 1).",Kyiv International Institute of Sociology (KIIS),2026-02-11,ODC-BY,,xlsx,Codebook_KIIS_Anticorruption_Efforts_2023-2025_ukr_eng.xlsx,26046,Qualitative,Anti-Corruption Efforts | Corruption Perception | Ukraine | English | Ukrainian | Sociology,,,0,,2026-02-19 23:22:04
154,Zenodo,,https://zenodo.org/api/records/18610166/files/Data_KIIS_Anticorruption_Efforts_2023-2025.csv/content,Public Perceptions of Anti-Corruption Efforts in Ukraine: 2023-2025 – Merged data from nationwide public opinion surveys conducted by the Kyiv International Institute of Sociology,"The dataset includes data from three waves of nationwide surveys conducted by the Kyiv International Institute of Sociology (KIIS) among Ukraine's adult population in 2023, 2024, and 2025 on a question related to public perceptions of anti-corruption efforts.
Respondents were asked:
Information about corruption investigations, arrests, and detentions regularly appears in the media. For you personally, does this rather indicate that…
1.	There are indeed attempts to fight corruption in Ukraine, and there are positive developments
2.	Ukraine is hopelessly corrupt, and there are no positive changes
The merged dataset combines data from the three survey waves, each with a sample of approximately 1,000 respondents.
All survey waves were conducted using the computer-assisted telephone interview (CATI) method with adult (18 years and older) citizens of Ukraine residing in government-controlled territory.
The background information includes respondents' demographics (gender, age, education, nationality, occupation, self-assessment of financial situation, language) and residence information (oblast and type of settlement).
The combined dataset allows for analyzing trends in public perceptions over time, as well as the relationship between perceptions of anti-corruption efforts and respondents' demographic characteristics.
The data are available in SAV format (Ukrainian and English) and as a converted CSV file accompanied by a codebook.
The Data Documentation includes a short overview and discussion of survey results (with frequency tables in Annex 1).",Kyiv International Institute of Sociology (KIIS),2026-02-11,ODC-BY,,csv,Data_KIIS_Anticorruption_Efforts_2023-2025.csv,289229,Qualitative,Anti-Corruption Efforts | Corruption Perception | Ukraine | English | Ukrainian | Sociology,,,0,,2026-02-19 23:22:04
155,Zenodo,,https://zenodo.org/api/records/18600158/files/SEAAs_MarMenor_Network.ods/content,Networked dataset for 'Socialecological affective arrangements: diving with a small sea of many seas',"<p>Network dataset for research paper 'Socialecological affective arrangements: diving with a small sea of many seas' (under review). Contains a structured dataset of nodes and edges to be analysed with network algorithms. Original data was collected together with Dr. Paula Zuluaga-Guerra through eight qualitative interviews in the Mar Menor region (Murcia, Spain) in March 2022. The data was qualitatively analysed in October 2025, extracting the structured set of relations and nodes contained in this file. Relations (edges) refer to affects and emotions between socialecological entities and practices (nodes). The theoretical and methodological framework for this proposal is detailed in the paper together with an empirical illustration.</p>","Cabello, Violeta",2026-02-10,CC-BY- 4.0,https://creativecommons.org/licenses/by/4.0/,ods,SEAAs_MarMenor_Network.ods,24716,Qualitative,affective arrangements | socialecological systems | Mar Menor,eng,,0,,2026-02-19 23:22:04
